"legid";"accident_count";"geom_kml"
5165;1;"<LineString><coordinates>-105.152908920613555,39.729110416175949 -105.151388042627147,39.729112048697331 -105.150947368893753,39.729110113479919 -105.150106037023619,39.729113709292015 -105.149061509122077,39.729095509356043 -105.146801225890869,39.729083787491426 -105.146384578216157,39.729096151444004 -105.144557697488679,39.729096616150542 -105.141336113056568,39.729108286230115 -105.140894641446167,39.729109110218275 -105.140425815511605,39.729108263769056 -105.139977379216575,39.729108349697015 -105.139546877868682,39.729109226514794 -105.13869923744781,39.729110655289432 -105.138287731603882,39.72910932424152 -105.137346326591654,39.729109775858248 -105.136942146373059,39.7291108782888 -105.136498147758672,39.729111533874892 -105.136051315854488,39.729111502615737 -105.135557162455953,39.729112678600295 -105.135044544990919,39.729111856988403 -105.134555774670147,39.729111709766862 -105.134083396541328,39.72911225187579 -105.133587521225408,39.729114570696822 -105.133091649472959,39.72912043699182 -105.132647995641065,39.729126053541634 -105.132277088362471,39.729120956231 -105.131840099658774,39.729121008193744 -105.130779485842325,39.729120890975913 -105.13069423281506,39.729114198903993</coordinates></LineString>"
5459;1;"<LineString><coordinates>-104.976138541655303,39.746166515075167 -104.97612879824527,39.74747174954868</coordinates></LineString>"
3856;1;"<LineString><coordinates>-104.903505619933782,39.689353669298875 -104.903250265485426,39.689353626510972 -104.896854130833631,39.689336076743494 -104.895419000111588,39.689318999730212 -104.894833499570936,39.689323759225431</coordinates></LineString>"
7499;1;"<LineString><coordinates>-104.978296035880291,39.599861276487857 -104.977728469662708,39.599420961959474 -104.975512059961133,39.597637303210249 -104.975314879511956,39.597424392496194 -104.975162106872375,39.597201233348692 -104.975094509375495,39.596982574651143 -104.975082410202333,39.596683118851757 -104.975090277576243,39.595131687344328</coordinates></LineString>"
4603;1;"<LineString><coordinates>-104.839206735519383,39.667574323160288 -104.839204350556471,39.666526169529469 -104.839188457667646,39.666468933764776 -104.839151997412742,39.666414758269298 -104.839093977434231,39.666347612919211 -104.839024871649713,39.666311442755529 -104.838923224336597,39.666289402717688 -104.838390830547823,39.666286407314693 -104.838029627562079,39.666295107465849 -104.83790932776644,39.66628727378162 -104.837821501157705,39.666272466774103 -104.837738407048576,39.666246951705268 -104.837673930930464,39.66621080772633 -104.837630363256139,39.66616189597854 -104.837608834524588,39.666049070643666 -104.83759984611666,39.664389413912119 -104.83760145743851,39.66421862128432 -104.837628980229681,39.664131470523934 -104.837683126048304,39.664052406832788 -104.837796601717912,39.66400380704841 -104.837866176986822,39.663989886711896 -104.837963529270965,39.663976122788398 -104.838083926307974,39.66397322232627 -104.838315427995923,39.663970948145341 -104.838778363945494,39.663973553280009 -104.839023685611977,39.663978510690313 -104.839134790301628,39.663979135419702 -104.839190477925527,39.663965136217882 -104.839206303760903,39.663918115334262 -104.839226407688031,39.663746155736888 -104.839195849195931,39.66290246850135 -104.839194654069118,39.662537494687058 -104.839182012933989,39.662405033537247 -104.839141427101268,39.662290305183689 -104.839082156217188,39.66219336346785 -104.838932677842905,39.662003941000201 -104.838863801705756,39.661902755030752 -104.838815454446319,39.661802478025905 -104.838795770309531,39.661711886363612 -104.838794582840961,39.661619811696482 -104.838815957138209,39.661531038952695 -104.838853716088238,39.661447119526997 -104.83891821671952,39.661358589338846 -104.838978359972984,39.66129654343942 -104.839061090200545,39.661235100999583 -104.839220014717498,39.661151862735153 -104.839765911649152,39.660866148924597 -104.840528429087541,39.660479176971741 -104.840621641785333,39.660448735282266 -104.84075162675326,39.660410105148863 -104.840918509844172,39.660385994989412 -104.84113155045921,39.660376454751329</coordinates></LineString>"
5479;1;"<LineString><coordinates>-104.931703481365901,39.747397339630915 -104.921649934587407,39.747418264483095</coordinates></LineString>"
3677;1;"<LineString><coordinates>-105.053397341500101,39.634894606780342 -105.050723336509705,39.634895743026718 -105.050125576863891,39.634854504694218 -105.04958102207064,39.634783349470773 -105.049048439648644,39.634653646705942 -105.047907585461957,39.634315383033211 -105.04681891755051,39.633993905029492 -105.045980681954475,39.633767853736963 -105.045422396518049,39.633687135353824 -105.045671505801778,39.632480240590624 -105.045691146204874,39.631896740936831</coordinates></LineString>"
5549;1;"<LineString><coordinates>-105.062660282287453,39.754809230017969 -105.062626657064087,39.747634705589547</coordinates></LineString>"
6401;1;"<LineString><coordinates>-105.062816596511254,39.718553713386093 -105.062817308162394,39.718553679103024 -105.063178787601458,39.718542003527567 -105.063663295319941,39.718527340846634 -105.06483061731997,39.718521045887911 -105.065179701380671,39.718520016582424</coordinates></LineString>"
5972;1;"<LineString><coordinates>-104.933771411829468,39.704803002296813 -104.934083573279707,39.70429442080345 -104.934159227777414,39.703920721392748 -104.934121727337057,39.700208673054156 -104.934029782633857,39.696631253777184</coordinates></LineString>"
6503;1;"<LineString><coordinates>-104.975224523562815,39.720143179078917 -104.975227919029763,39.727271667872593</coordinates></LineString>"
14220;1;"<LineString><coordinates>-105.125344778411261,39.948906294333831 -105.125027825843389,39.948617331717379 -105.124592783522303,39.948262836439291 -105.124310310694909,39.947976083444303 -105.123984328728397,39.947655562007647 -105.123789247385588,39.947369086947248 -105.12359452970783,39.947015353516122 -105.123465624891665,39.946611383713226 -105.123424558265839,39.946123619758609 -105.123301734236478,39.942373681589153 -105.123413245122478,39.94180886308154 -105.123665556481356,39.941437166347526 -105.124109835228225,39.941053235359874 -105.124628233759026,39.940849367087871 -105.125112670519172,39.94075456993135 -105.12591374431031,39.940737844405234 -105.12702338854001,39.940747779464253 -105.127703268325021,39.940749899994564</coordinates></LineString>"
3378;1;"<LineString><coordinates>-104.866466633524027,39.624115524724864 -104.866589757547345,39.616905092286707 -104.866663360339402,39.609576884983476</coordinates></LineString>"
5216;1;"<LineString><coordinates>-104.968420530041399,39.760745841802304 -104.973758085337508,39.760756853377927</coordinates></LineString>"
5172;1;"<LineString><coordinates>-105.100215859483967,39.732895847318197 -105.100203997947887,39.732164852045791 -105.100240896542516,39.729558371312194 -105.100217501324693,39.727797699913495 -105.10025218304051,39.725909295480328 -105.10025108835184,39.725117884277829</coordinates></LineString>"
14576;1;"<LineString><coordinates>-104.898843062752761,39.7652024812554 -104.898911490501291,39.762252657481831 -104.898857690260414,39.762173596239798 -104.898848396013264,39.761937724264818 -104.89875876096967,39.761832455858737 -104.898771651067904,39.761649102913317 -104.898857912199276,39.761578089357037 -104.898942522627962,39.76151896161754 -104.898977744799964,39.761370659836516 -104.898969668732292,39.760088978854512 -104.898986552282878,39.758386339915447 -104.899010768184553,39.755944142376613 -104.89902687854223,39.754714468501952 -104.899031583417596,39.752865558784563 -104.898993917232971,39.752710571488983 -104.898976537945813,39.752645999111145</coordinates></LineString>"
13627;1;"<LineString><coordinates>-105.236428983991686,40.000108131066057 -105.236448132873932,40.001387443692934 -105.236450230775077,40.00168590714469 -105.236462047411877,40.001787424124224 -105.236500177804089,40.001933363664392 -105.236563380353587,40.002075737007296 -105.236650279156493,40.002210532610228 -105.236759384221088,40.002335413726037 -105.236888811228852,40.002448261560431 -105.237036319299648,40.00254709611108 -105.237199379479321,40.002630235726322 -105.237350762793412,40.002688087278216 -105.237498022654691,40.002730182114824 -105.238101527809448,40.00287279487803 -105.238216181195952,40.002910829698891 -105.238429549951846,40.003010223579714 -105.238631436408838,40.003151185353445 -105.238768953142511,40.003289300933687 -105.23886151342964,40.003420126828132 -105.239719474022337,40.004462428588411 -105.239787088310024,40.004540645961868</coordinates></LineString>"
5497;1;"<LineString><coordinates>-104.976954621504888,39.749473148165102 -104.97695775812366,39.747486312591285</coordinates></LineString>"
14499;1;"<LineString><coordinates>-104.949911185584128,39.76569886816042 -104.949911385962139,39.765489633522044 -104.949907009681567,39.764490058159247 -104.949913515903944,39.762882313802528 -104.949914657029282,39.761958200777052</coordinates></LineString>"
6129;1;"<LineString><coordinates>-104.979268645958371,39.707485576726313 -104.979255446890804,39.70500216371466 -104.979254560077294,39.700294238767924 -104.979253325843786,39.694774756125206 -104.979268540662233,39.694745398804557</coordinates></LineString>"
13046;1;"<LineString><coordinates>-105.083078754236212,40.18132271118499 -105.083067105318008,40.180011857230447 -105.083066035445356,40.179310466262926 -105.083064899894225,40.178620055510926 -105.08306204096148,40.177918657754098 -105.083061006374862,40.177211774920785 -105.0830670858291,40.17651178229854 -105.083062724161991,40.175763711841988 -105.08306892897437,40.17533548955123 -105.083077173770292,40.173990390762661</coordinates></LineString>"
14465;1;"<LineString><coordinates>-104.817911572611848,39.773561320146413 -104.817527147443656,39.773414037450394 -104.81432136315253,39.77343358242284 -104.813914469654023,39.77356099758623 -104.812189602719201,39.774909867405441 -104.811743123413308,39.775037043792125 -104.810056498548192,39.775028269678984</coordinates></LineString>"
6502;1;"<LineString><coordinates>-104.996520759251794,39.733662620355261 -104.99648766591649,39.733064549115383 -104.996431822468494,39.732857891768482 -104.996446468225528,39.73210768477005 -104.996425791720256,39.730524110959792 -104.996405413349464,39.728899301687051 -104.996398094117282,39.722549249844747 -104.996365886720909,39.71843833259598</coordinates></LineString>"
8099;1;"<LineString><coordinates>-105.062811192015971,39.847373041830039 -105.063350278422448,39.847376193123665 -105.06409640839189,39.8474519695894 -105.064728545040381,39.847607768728466 -105.065293065196499,39.847830437620686</coordinates></LineString>"
14418;1;"<LineString><coordinates>-104.929335285788639,39.769221545863132 -104.929329367376937,39.77022043673194</coordinates></LineString>"
11774;1;"<LineString><coordinates>-105.285609544911139,40.032867943501543 -105.282090611677219,40.032869825017187</coordinates></LineString>"
6492;1;"<LineString><coordinates>-104.989655977513195,39.728513011121215 -104.990209183910451,39.728145761498368 -104.990291703590017,39.728021998984481 -104.990282819685362,39.726034560085942 -104.990294637650322,39.725866835138966 -104.990348283868698,39.725777041777981 -104.990545694189109,39.725593751655282 -104.990759297020858,39.725369611539755 -104.990850690927132,39.725189954638431 -104.990849694458717,39.720946442607605 -104.990831194322055,39.718384704836247</coordinates></LineString>"
5929;1;"<LineString><coordinates>-104.982764489275837,39.69840906333495 -104.980389419088851,39.698391172472625</coordinates></LineString>"
14384;1;"<LineString><coordinates>-105.015843483585286,39.780191167841664 -105.014999544415787,39.780178649183313 -105.012673789028412,39.780178091343025 -105.01098578506388,39.780171092700435 -105.00991908748388,39.780163039622551 -105.004149554530755,39.780152679873389</coordinates></LineString>"
3221;1;"<LineString><coordinates>-104.985433481172223,39.638579146834203 -104.985296932447099,39.649444207510953 -104.9852709709984,39.651535165077213</coordinates></LineString>"
9664;1;"<LineString><coordinates>-105.052863634013121,39.914321979411518 -105.052930384942997,39.916166870869191 -105.053007707352734,39.916379209872758 -105.053022876705953,39.921900024088011</coordinates></LineString>"
5181;1;"<LineString><coordinates>-105.062699851052102,39.727275736406398 -105.062699364359005,39.729461017002876 -105.062681433029226,39.731258165109494 -105.062640309366159,39.733077883209596</coordinates></LineString>"
13262;1;"<LineString><coordinates>-105.21613513338113,40.061851609683366 -105.216145354900831,40.064179140949712 -105.216101729087569,40.064357679049579 -105.216016031757633,40.064530472365249 -105.215924482853367,40.064646579382313 -105.215781774410473,40.064767496539005 -105.213278247738856,40.067061766628377 -105.212485644320907,40.067765307005637 -105.212408532491011,40.067817493273353 -105.212237515195298,40.067904884667314 -105.212048880117479,40.067967361706536 -105.211838323180402,40.068008947352403 -105.211621388188618,40.068020813551229 -105.211453973402243,40.068007904689004 -105.211223745229333,40.067961429345445 -105.211058208752164,40.067909927225159 -105.210850745736252,40.067820243778549 -105.210161435233061,40.067383348707892 -105.209993611945592,40.067315725146088 -105.209811885950515,40.067274474763892 -105.209454648797532,40.067250901091519 -105.2080144579906,40.067237987793348 -105.206995259646831,40.067237763802289</coordinates></LineString>"
12896;1;"<LineString><coordinates>-105.140571125725174,40.188720317277131 -105.140580202157679,40.188602372051577 -105.140579821347501,40.188492912382827</coordinates></LineString>"
13611;1;"<LineString><coordinates>-105.248374068747196,40.003747383562214 -105.249389753736878,40.003746416801029 -105.250331290023666,40.00374692185072 -105.251256988129072,40.003744744679544 -105.253111748982349,40.003744915584996</coordinates></LineString>"
6329;1;"<LineString><coordinates>-104.940709679883213,39.714647355524903 -104.94878381406987,39.71466084288047 -104.94983906316979,39.714660894185194 -104.950085883353438,39.714664116670349</coordinates></LineString>"
5851;1;"<LineString><coordinates>-104.950014626642925,39.696581661842778 -104.950025659799863,39.694784890214727 -104.950034980782505,39.692942753194444 -104.950035241747628,39.691252340528195 -104.950027014016484,39.68931842477479</coordinates></LineString>"
6457;1;"<LineString><coordinates>-105.189146716069573,39.717690730740593 -105.187652810992901,39.719132981329075 -105.186991327716854,39.71967927800938 -105.186190089646018,39.720271825161973 -105.184836209038195,39.721134532538237 -105.18366223289614,39.721981619318591 -105.18346191561254,39.722019719394119 -105.183186892682556,39.721980340178199 -105.182987011654163,39.721921842479297 -105.179584714823392,39.721905913217178 -105.179601630705136,39.723940661514085 -105.179573984218734,39.724255240832811 -105.179524408522298,39.724333601243593 -105.17947312168107,39.724404548034308 -105.179267187313286,39.724501809770963 -105.178594852212811,39.724727128202581 -105.178164359066983,39.724848264502 -105.177681185314,39.72494304532961 -105.176974786383241,39.725041041135562 -105.176042838303104,39.725082528697591 -105.175567525298774,39.725066535235776 -105.174892519063491,39.725057330474947</coordinates></LineString>"
9581;1;"<LineString><coordinates>-104.949580521760026,39.877720733183914 -104.949609897030925,39.877272153647041 -104.949611222536944,39.877103588791201 -104.949599509012799,39.877047343762591 -104.949596218570193,39.876950556529877 -104.949572744859367,39.876844309414714 -104.949528962884315,39.876744211553522 -104.94944491283961,39.876612708885283 -104.949332453288392,39.876487315743844 -104.949240350332431,39.876349532128742 -104.949204697581834,39.876246349607577 -104.949185120113242,39.876159787662537 -104.949181928549834,39.876050513591736 -104.949191040214089,39.875407489243045 -104.949199193721057,39.874886205823458 -104.949218636560843,39.873960092396743 -104.949221819218863,39.873788397285956 -104.949226554055329,39.87370108962579 -104.949251847512514,39.873573332444543 -104.949318180859194,39.873374031596057 -104.94936755524968,39.873272273715102 -104.949392430063099,39.873197536545014 -104.94940940692922,39.87309781047059 -104.949427069455538,39.87291075778618 -104.949420593286462,39.87219025855498 -104.949448362199348,39.871747503045462 -104.949461846449736,39.87106234025093</coordinates></LineString>"
